rule,entropy_mean,entropy_std,entropy_ci95,sens_mean,sens_std,sens_ci95,lyap_mean,lyap_std,lyap_ci95,lyap_bad_frac,glider_heuristic,runs,N,T,seed,cluster
17,0.8812615897639633,0.0551068084925111,0.0241516236832142,0.0061194029850746,0.0026120961561499,0.0011448016155077,0.0024464018137409,0.0016277460066143,0.0007737813344246,0.15,1,20,200,200,12345,1
18,0.8219285552523813,0.0038366702100932,0.0016814948578153,0.1780771144278607,0.0963092080243467,0.042209371456315,0.020320693711895,0.001519295767781,0.0007222273633615,0.15,0,20,200,200,12345,2
19,0.9777781658141744,0.0224314936831426,0.0098310355636233,0.0064925373134328,0.0056090150952528,0.0024582592518023,0.0041477153688298,0.0022510754590869,0.0011791854367549,0.3,0,20,200,200,12345,1
20,0.7890593693275253,0.0428730910652372,0.0187899606213722,0.0130534825870646,0.0093655099410286,0.0041046157069296,0.0049455466724789,0.0036283736169133,0.0017248193315651,0.15,1,20,200,200,12345,1
21,0.9701375947537778,0.0310446350964408,0.0136059112248142,0.007457711442786,0.0085627520640688,0.0037527915551879,0.0026623999819157,0.002592512051047,0.0013580408612541,0.3,0,20,200,200,12345,1
22,0.9280175671672376,0.0051442840293945,0.0022545818819173,0.2939726368159204,0.0696175771428889,0.0305112484443857,0.022544062691073,0.0004231698293971,0.0002011621677759,0.15,0,20,200,200,12345,2
23,0.992955228364421,0.0093889700156435,0.0041148975379624,0.0099701492537313,0.0058098101116232,0.0025462615478072,0.0021271917391543,0.0029770868820892,0.0013386615208278,0.05,0,20,200,200,12345,1
24,0.7044452280863032,0.0327884750675488,0.0143701827894008,0.0069962686567164,0.0043835652629728,0.0019211821827155,0.0023964315088011,0.0021933339619494,0.0010426447818146,0.15,1,20,200,200,12345,1
25,0.9895567625482042,0.0019618731801133,0.0008598288316175,0.0432985074626865,0.0619645701716017,0.0271571702556504,0.0142505954589451,0.0069501159513975,0.0041072560587354,0.4499999999999999,0,20,200,200,12345,1
26,0.9587416317765144,0.0111874715977005,0.0049031256098061,0.0275422885572139,0.022510266387765,0.0098655592235955,0.0047536255795943,0.0037160233851788,0.0016709278947023,0.05,1,20,200,200,12345,1
27,0.9860017979493396,0.013564834894766,0.0059450510139385,0.0059962686567164,0.0039830562711288,0.0017456513777683,0.0028072089490972,0.0023275211912867,0.0012192301601551,0.3,1,20,200,200,12345,1
28,0.997734190817862,0.0018915317526791,0.0008290003417956,0.0092238805970149,0.006411333458703,0.0028098907782554,0.0049823990212199,0.0035075379265056,0.0020728224537013,0.4499999999999999,0,20,200,200,12345,1
29,0.996397573436629,0.0039961820596151,0.0017514040082098,0.0084825870646766,0.0043010185366697,0.0018850044848141,0.0013540251005511,0.0028395170853434,0.0012444732323156,0.0,0,20,200,200,12345,1
30,0.996358322328365,0.0006494703341844,0.0002846429240547,0.3118694029850746,0.0099282267267597,0.0043512372119847,0.0230521288828059,0.0002972366949955,0.0001302697252618,0.0,0,20,200,200,12345,2
31,0.9628049810178252,0.0464405583735071,0.0203534721054969,0.0073619402985074,0.0062394292129373,0.0027345504207414,0.004181764367292,0.0037185375967661,0.0018220834224154,0.1999999999999999,0,20,200,200,12345,1
32,0.0086706237046771,0.0011416359243948,0.0005003440043705,7.08955223880597e-05,6.36896720129334e-05,2.7913229472774646e-05,,,,1.0,0,20,200,200,12345,0
33,0.9306864350253286,0.0298421312680439,0.0130788906853283,0.0146666666666666,0.0062971273318562,0.0027598377362924,0.0049245150387224,0.0022606870482415,0.0009907897834814,0.0,0,20,200,200,12345,1
34,0.805021942576405,0.0297924446860925,0.013057114580665,0.005,0.0036093345776617,0.0015818606239616,0.0006931471805599,0.001434950990579,0.0007261853951138,0.25,1,20,200,200,12345,1
35,0.9516698360333964,0.0058741346051295,0.0025744530000664,0.020389303482587,0.0297193223629244,0.0130250673095508,0.0025656562573022,0.002920985923449,0.0013885485674654,0.15,1,20,200,200,12345,1
