rule,entropy_mean,entropy_std,entropy_ci95,sens_mean,sens_std,sens_ci95,lyap_mean,lyap_std,lyap_ci95,lyap_bad_frac,glider_heuristic,runs,N,T,seed
104,0.35404483158760125,0.07114571868680195,0.03118098600518618,0.0050932835820895524,0.005004618486041833,0.0021933707587033576,0.004235899436755222,0.0015282458847726665,0.0009984539780514754,0.55,0,20,200,200,12345
105,0.9963357747678458,0.0004081382891935,0.0001788744919359982,0.17634328358208953,0.0,0.0,0.0109861228866811,1.7797887332061147e-18,7.800268042352735e-19,0.0,0,20,200,200,12345
106,0.9967100678077422,0.000513869681485297,0.0002252133177179487,0.23240422885572137,0.026661235288242068,0.01168480155585059,0.021987982537975896,0.0010020561233664619,0.0004391704593869955,0.0,1,20,200,200,12345
107,0.9429430041250008,0.00479420006842615,0.002101150821144063,0.2593034825870647,0.04075051668186547,0.017859701382102508,0.021413120255464158,0.001900470425650302,0.0008545557221037312,0.050000000000000044,0,20,200,200,12345
108,0.8872189564732968,0.03224400607831916,0.014131558733775458,0.010208955223880597,0.0031981779884688952,0.0014016633037265576,0.0013143738430069455,0.0018874949163323364,0.0008272311202604589,0.0,0,20,200,200,12345
109,0.9920438936819783,0.002600227578735645,0.0011395999821124272,0.03062935323383085,0.018746676887383764,0.008216093398993195,0.008316815577611308,0.003521034764741499,0.001583250318092386,0.050000000000000044,0,20,200,200,12345
110,0.984901884370391,0.0008643946425836109,0.0003788376553199033,0.17659577114427857,0.04245469365946533,0.018606589873352782,0.01922287989472337,0.0011656828812237068,0.0005385180164172191,0.09999999999999998,0,20,200,200,12345
111,0.974077602844605,0.004148370927621393,0.0018181037204488778,0.07631218905472636,0.08114005330767811,0.035561196279209284,0.01070425505146706,0.004919392581121439,0.0026742122694558587,0.35,0,20,200,200,12345
112,0.9482038342354983,0.02510361723515473,0.011002145345312494,0.006243781094527364,0.0045296789452752536,0.0019852193274254634,0.0015463221682434653,0.001962026501669015,0.0009326881948834828,0.15000000000000002,1,20,200,200,12345
113,0.9993099539957324,0.0015714650133232186,0.0006887249084344525,0.026771144278606968,0.03180915859988544,0.01394097842353751,0.009647833545236342,0.004984130780163016,0.0027094043553332566,0.35,0,20,200,200,12345
114,0.9552797477741327,0.009158149614559066,0.004013736036908443,0.015952736318407962,0.030877428133507547,0.013532629542269916,0.00891604121217576,0.00431457341363633,0.0028188546302424025,0.55,0,20,200,200,12345
115,0.9482841733321516,0.007928235599567929,0.003474702453484467,0.0058818407960199,0.005550479935644688,0.002432605086994635,0.004073558452837654,0.004221635008707088,0.0022114276540429285,0.30000000000000004,0,20,200,200,12345
116,0.9475533298485882,0.025404854105886377,0.011134168224888408,0.005502487562189054,0.006809751739792929,0.002984505288814592,0.004332169878499659,0.0015674380380068624,0.0008868615577176945,0.4,0,20,200,200,12345
117,0.991760336390238,0.007188925699612393,0.0031506856037075946,0.012297263681592039,0.01703849318284052,0.007467448882235638,0.006065153287117323,0.0050511401727696865,0.0024011596203397005,0.15000000000000002,0,20,200,200,12345
118,0.9490298488667473,0.006857828457783503,0.003005575839488746,0.02632587064676617,0.028479586052426124,0.01248172891531882,0.007157035602266357,0.006413051120979446,0.0036285252552038286,0.4,0,20,200,200,12345
119,0.8683518464045326,0.03158270863595689,0.013841732351019575,0.005497512437810945,0.0038367752847489433,0.0016815409088135908,0.002157922621678711,0.0019221235238063138,0.0009137195232770702,0.15000000000000002,0,20,200,200,12345
120,0.9964195043856746,0.0008480199989337683,0.00037166115132346013,0.22983706467661694,0.04279177778090683,0.018754323503249862,0.021738045569710897,0.0011685840908946265,0.0005121545590743748,0.0,1,20,200,200,12345
121,0.9417657968688703,0.006874880983691024,0.0030130494384837357,0.24049129353233828,0.06180704818938282,0.027088133203052794,0.022071012197565562,0.0012186054607763884,0.0005340773910174978,0.0,0,20,200,200,12345
122,0.9920305828265314,0.0007940024405562775,0.0003479869125513762,0.3580907960199004,0.01040326399730568,0.004559431475226931,0.023013658455090454,0.0005706038408902468,0.0002636055255728611,0.09999999999999998,0,20,200,200,12345
123,0.9239415860059145,0.04029921417023464,0.017661909335595617,0.011437810945273633,0.006769930257895677,0.0029670527548791336,0.004777568372496932,0.002616013446920887,0.0011465184438842536,0.0,0,20,200,200,12345
124,0.9855947603816565,0.0012964216689240811,0.0005681818479267225,0.1523731343283582,0.051716667226540204,0.022665828763702763,0.020743325973573267,0.001272116831038609,0.000557529783066693,0.0,0,20,200,200,12345
125,0.9733041405598749,0.004086915583568649,0.0017911697283798933,0.03089676616915424,0.03747163501502629,0.016422668131845387,0.009702463765243538,0.0054030394923199965,0.002830285167845862,0.30000000000000004,0,20,200,200,12345
126,0.9915227565616179,0.0007505983682631663,0.00032896423914642467,0.24856592039800995,0.15268357628299384,0.06691652770084358,0.023008035607118883,0.0010336102327221123,0.0004647678421490884,0.050000000000000044,0,20,200,200,12345
127,0.6727568578131458,0.12391739166159946,0.05430919142456119,0.0040049751243781085,0.004733597921330889,0.002074590759128524,0.003601639405480169,0.0026532497827698558,0.0014423230116342458,0.35,0,20,200,200,12345
128,0.008557218817411113,0.0013989025285071391,0.0006130960649371068,3.6069651741293525e-05,2.053676486273374e-05,9.000634045116349e-06,nan,nan,nan,1.0,0,20,200,200,12345
129,0.9916508583631897,0.0009311205588292065,0.0004080815774987807,0.2779676616915423,0.12460893718331177,0.05461227461259371,0.022961908271329587,0.0003384192500500373,0.00016087429969701718,0.15000000000000002,0,20,200,200,12345
130,0.6552132296310565,0.028442885858834845,0.01246564434629795,0.006012437810945273,0.005001579961388343,0.0021920390665587613,0.0024810438830516848,0.0019969435618675067,0.0009492867116820408,0.15000000000000002,1,20,200,200,12345
131,0.9517190184851779,0.005951785389912722,0.0026084849569896476,0.04589179104477611,0.03524025830282377,0.015444724169514,0.01470325549853123,0.005120295202708049,0.0025912268915731893,0.25,0,20,200,200,12345
132,0.657967496572116,0.04476098777066488,0.019617367833467715,0.0065074626865671645,0.003646038957587829,0.001597947027724656,0.0005493061443340549,0.0016907286382623105,0.0007409944966653948,0.0,0,20,200,200,12345
133,0.978120470808945,0.004003059508591176,0.0017544181831206072,0.017945273631840796,0.016169763317631345,0.007086711231828017,0.00483407990208232,0.0033679316347030278,0.0016502865010044835,0.19999999999999996,0,20,200,200,12345
